Equipment_ID,Equipment_Type,Date,Equipment_Type_enc,Shift_enc,Road_Condition_enc,Operator_Experience_Yr,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Temp_Oil_Ratio,Vib_RPM_Ratio,Health_Score,High_Risk,Year,Month,Day_of_Week,Failure_Type,Failure_Component,Maintenance_Priority,Days_to_Next_Failure,Failure
HEMM-B001,Dozer,2022-07-01,0,0,1,20,93.6,5.14,2.9,39.6,77.9,0.81,24.6,180.7,324.6,1675.0,10601,45,18.21,1.7313,91.4,0,2022,7,4,None,None,Medium,123,0
HEMM-D001,Dumper,2022-10-27,2,1,2,3,90.2,4.48,2.42,36.8,83.8,0.96,23.7,179.7,336.6,1714.0,10216,41,20.13,1.4119,96.0,0,2022,10,3,None,None,Medium,139,0
HEMM-DR02,Drill Rig,2023-05-12,1,2,0,20,77.4,3.96,2.21,43.1,84.6,0.86,24.7,188.2,316.3,1607.0,5586,74,19.55,1.3752,96.7,0,2023,5,4,None,None,Low,68,0
HEMM-SC01,Scraper,2021-01-26,5,0,0,11,90.5,4.17,3.9,38.5,79.1,0.75,24.5,179.7,340.0,1762.0,5437,49,21.7,2.2134,88.7,0,2021,1,1,Brake Failure,Brakes,Critical,7,1
HEMM-SC01,Scraper,2021-12-15,5,2,1,13,87.8,4.71,2.42,32.3,89.4,0.85,25.0,188.7,330.1,1801.0,4389,56,18.64,1.3437,97.3,0,2021,12,2,None,None,Low,50,0
HEMM-D003,Dumper,2023-09-24,2,2,2,12,63.0,4.46,2.66,40.5,84.6,0.8,25.1,173.1,316.7,1847.0,1561,31,14.13,1.4402,97.8,0,2023,9,6,None,None,Low,152,0
HEMM-G001,Grader,2022-09-15,4,0,0,11,106.7,4.31,1.71,46.9,81.3,0.8,24.7,170.7,343.8,1820.0,7597,91,24.76,0.9396,87.9,0,2022,9,3,Fuel System Failure,Fuel System,Critical,2,1
HEMM-DR01,Drill Rig,2023-05-01,1,1,0,10,72.9,4.65,1.9,38.3,78.9,0.89,24.7,180.8,317.4,1720.0,9316,100,15.68,1.1047,98.8,0,2023,5,0,None,None,Medium,53,0
HEMM-G002,Grader,2021-09-27,4,0,0,20,86.3,4.82,2.04,38.0,83.3,0.81,24.1,188.7,335.1,1851.0,2223,17,17.9,1.1021,99.2,0,2021,9,0,None,None,Low,39,0
HEMM-D004,Dumper,2022-08-16,2,1,0,6,76.6,4.7,2.66,39.2,81.8,0.87,23.9,187.1,348.4,1792.0,6771,75,16.3,1.4844,97.9,0,2022,8,1,None,None,Low,143,0
HEMM-E002,Excavator,2023-05-07,3,2,0,9,91.5,4.33,1.63,46.6,84.6,0.96,24.5,185.9,279.6,1948.0,5433,103,21.13,0.8368,95.9,0,2023,5,6,None,None,Low,158,0
HEMM-B003,Dozer,2023-10-26,0,2,0,18,84.6,4.25,2.16,36.1,80.1,0.83,24.8,190.4,337.7,1777.0,6625,33,19.91,1.2155,97.5,0,2023,10,3,None,None,Low,40,0
HEMM-DR02,Drill Rig,2022-08-10,1,0,0,6,116.9,4.17,2.16,35.7,81.2,0.6,24.6,191.0,269.5,1849.0,3110,56,28.03,1.1682,81.6,1,2022,8,2,Cooling System Failure,Cooling System,Critical,5,1
HEMM-E001,Excavator,2021-07-21,3,0,0,19,94.7,4.08,1.77,41.5,84.7,0.81,24.8,172.3,348.9,1768.0,10900,58,23.21,1.0011,93.1,0,2021,7,2,None,None,Medium,47,0
HEMM-D001,Dumper,2022-04-05,2,1,1,20,89.0,4.85,2.13,26.6,83.8,0.97,24.2,177.7,349.0,1772.0,10356,69,18.35,1.202,97.6,0,2022,4,1,None,None,Medium,135,0
HEMM-DR01,Drill Rig,2021-02-16,1,0,2,20,98.8,5.13,1.93,39.9,80.2,0.84,23.6,187.9,346.5,1869.0,4295,26,19.26,1.0326,92.4,0,2021,2,1,None,None,Low,78,0
HEMM-D003,Dumper,2023-01-29,2,1,2,20,89.4,4.61,1.98,41.5,78.3,0.88,24.5,193.4,337.5,1874.0,10917,54,19.39,1.0566,96.3,0,2023,1,6,None,None,Medium,78,0
HEMM-E002,Excavator,2021-11-27,3,0,0,12,85.35,5.22,1.82,37.4,81.9,0.8,23.3,180.3,293.9,1653.0,4120,27,16.35,1.101,99.8,0,2021,11,5,None,None,Low,47,0
HEMM-E002,Excavator,2022-10-23,3,1,1,10,88.9,4.17,2.59,42.8,89.6,0.88,24.8,201.3,333.8,1826.0,1261,119,21.32,1.4184,94.6,0,2022,10,6,None,None,Low,59,0
HEMM-DR02,Drill Rig,2023-07-30,1,1,1,20,88.2,4.58,1.83,41.8,86.6,0.88,23.8,194.2,324.1,1861.0,7468,35,19.26,0.9833,98.4,0,2023,7,6,None,None,Low,177,0
HEMM-L002,Wheel Loader,2021-08-16,6,2,0,11,84.3,4.44,2.37,40.3,82.3,1.0,25.1,178.3,301.2,1654.0,2809,36,18.99,1.4329,98.6,0,2021,8,0,None,None,Low,117,0
HEMM-D003,Dumper,2021-01-15,2,2,0,2,94.3,4.77,1.72,33.6,79.4,0.78,24.0,165.8,291.9,1854.0,11374,91,19.77,0.9277,94.3,0,2021,1,4,None,None,Medium,147,0
HEMM-L001,Wheel Loader,2023-03-01,6,1,2,14,89.4,4.03,2.41,40.6,75.6,0.99,24.9,179.2,316.1,1833.0,4460,118,22.18,1.3148,91.7,0,2023,3,2,None,None,Low,110,0
HEMM-SC01,Scraper,2021-02-18,5,0,0,16,87.2,5.38,1.85,45.8,79.0,0.87,24.6,184.0,278.7,1696.0,1179,42,16.21,1.0908,97.7,0,2021,2,3,None,None,Low,113,0
HEMM-D002,Dumper,2023-01-15,2,0,0,17,95.2,5.51,2.05,35.0,77.4,0.89,24.0,170.5,332.6,1799.0,10509,88,17.28,1.1395,92.9,0,2023,1,6,None,None,Medium,96,0
HEMM-D004,Dumper,2021-08-01,2,1,1,9,80.2,4.28,1.99,37.6,88.9,0.83,24.4,174.0,306.4,1783.0,9699,101,18.74,1.1161,98.9,0,2021,8,6,None,None,Medium,42,0
HEMM-G001,Grader,2023-04-26,4,2,0,11,86.8,4.79,1.96,31.9,80.6,0.89,25.4,191.6,308.7,1789.0,2525,36,18.12,1.0956,98.5,0,2023,4,2,None,None,Low,178,0
HEMM-D004,Dumper,2022-11-07,2,2,2,3,84.0,4.03,2.25,38.3,82.4,0.89,24.5,172.8,308.0,1785.0,7707,120,20.84,1.2605,96.9,0,2022,11,0,None,None,Low,136,0
HEMM-E003,Excavator,2022-06-17,3,0,0,10,76.0,5.05,2.17,39.7,78.4,0.99,24.7,173.1,339.6,1745.0,11491,61,15.05,1.2436,98.0,0,2022,6,4,None,None,Medium,152,0
HEMM-B001,Dozer,2022-07-18,0,2,2,2,103.5,4.07,2.51,38.3,79.6,0.95,23.8,155.7,333.9,1808.0,2494,23,25.43,1.3883,86.1,0,2022,7,0,None,None,High,42,0
HEMM-E003,Excavator,2023-01-30,3,2,0,12,87.5,4.83,2.06,36.2,87.3,0.99,24.1,165.9,303.7,1876.0,11894,42,18.12,1.0981,98.6,0,2023,1,0,None,None,Medium,109,0
HEMM-E001,Excavator,2022-09-17,3,0,1,15,93.6,4.47,1.55,34.6,79.2,0.93,24.5,168.0,309.8,1844.0,11230,42,20.94,0.8406,94.4,0,2022,9,5,None,None,Medium,156,0
HEMM-D005,Dumper,2021-10-28,2,2,2,10,85.3,5.11,1.98,40.5,83.2,0.8,24.3,187.8,317.8,1822.0,6495,37,16.69,1.0867,99.8,0,2021,10,3,None,None,Low,92,0
HEMM-E002,Excavator,2022-09-13,3,1,0,19,87.0,4.54,1.33,35.9,82.2,0.9,24.4,168.6,315.3,1740.0,397,38,19.16,0.7644,99.0,0,2022,9,1,None,None,Low,81,0
HEMM-L002,Wheel Loader,2023-04-12,6,0,2,20,99.9,4.07,2.2,51.3,80.7,0.83,23.5,192.9,315.9,1737.0,2991,49,24.55,1.2666,89.3,0,2023,4,2,Fuel System Failure,Fuel System,Critical,5,1
HEMM-G002,Grader,2023-09-21,4,2,1,6,75.4,5.43,1.15,42.3,83.4,0.98,24.3,181.4,327.3,1739.0,8805,66,13.89,0.6613,100.0,0,2023,9,3,None,None,Medium,128,0
HEMM-G002,Grader,2021-01-30,4,2,0,3,64.8,4.29,1.84,43.8,83.2,0.8,24.5,189.4,316.2,1792.0,5809,33,15.1,1.0268,99.0,0,2021,1,5,None,None,Low,41,0
HEMM-D005,Dumper,2022-07-24,2,2,0,4,81.4,5.0,1.77,36.7,79.1,0.94,24.1,185.4,356.6,1966.0,10849,30,16.28,0.9003,98.8,0,2022,7,6,None,None,Medium,90,0
HEMM-D001,Dumper,2023-12-10,2,1,1,7,70.6,4.55,1.63,35.7,86.4,0.94,24.7,183.5,346.3,1891.0,6156,90,15.52,0.862,100.0,0,2023,12,6,None,None,Low,173,0
HEMM-D004,Dumper,2022-11-06,2,2,2,3,75.0,4.55,1.23,30.6,78.6,0.96,24.8,173.8,281.8,1860.0,4647,75,16.48,0.6613,98.6,0,2022,11,6,None,None,Low,145,0
HEMM-SC01,Scraper,2021-06-12,5,1,1,15,95.4,4.95,1.02,39.1,81.0,0.79,24.2,178.2,369.2,1862.0,9484,71,19.27,0.5478,94.4,0,2021,6,5,None,None,Medium,169,0
HEMM-E001,Excavator,2022-05-17,3,1,2,15,74.7,4.09,2.4,41.0,87.5,0.97,24.2,185.1,332.2,1916.0,3107,10,18.26,1.2526,96.8,0,2022,5,1,None,None,Low,138,0
HEMM-B001,Dozer,2021-07-07,0,2,1,7,91.0,3.91,1.6,39.2,86.2,0.93,24.1,171.2,334.4,1695.0,1243,120,23.27,0.944,94.0,0,2021,7,2,None,None,Low,77,0
HEMM-D002,Dumper,2022-03-02,2,1,2,8,92.1,4.43,1.79,42.7,77.8,0.95,24.0,175.1,339.3,1695.0,9795,102,20.79,1.056,94.4,0,2022,3,2,None,None,Medium,76,0
HEMM-D004,Dumper,2021-04-15,2,0,1,3,87.2,4.31,1.81,48.2,83.1,0.77,23.7,184.7,340.4,1857.0,3418,66,20.23,0.9747,98.0,0,2021,4,3,None,None,Low,30,0
HEMM-L001,Wheel Loader,2022-02-09,6,1,2,18,76.4,4.69,1.73,42.8,81.1,0.77,24.0,172.5,292.4,1838.0,9856,32,16.29,0.9412,99.6,0,2022,2,2,None,None,Medium,124,0
HEMM-D001,Dumper,2023-05-31,2,1,2,15,88.7,4.33,1.5,40.1,76.9,0.86,24.9,168.9,300.8,1652.0,10728,29,20.48,0.908,95.3,0,2023,5,2,None,None,Medium,50,0
HEMM-DR02,Drill Rig,2021-01-02,1,0,0,14,94.3,4.32,2.74,34.2,78.0,0.85,24.2,196.3,342.1,1821.0,10052,39,21.83,1.5047,90.6,0,2021,1,5,None,None,Medium,116,0
HEMM-B003,Dozer,2023-11-05,0,0,0,17,85.3,3.93,1.95,39.2,80.3,0.79,24.5,177.6,308.6,1745.0,4849,87,21.7,1.1175,96.3,0,2023,11,6,None,None,Low,147,0
HEMM-SC01,Scraper,2022-05-25,5,0,2,9,102.2,5.22,2.3,33.2,85.6,0.88,24.4,167.4,304.5,1762.0,11305,76,19.58,1.3053,90.5,0,2022,5,2,None,None,High,88,0
HEMM-DR02,Drill Rig,2021-08-17,1,1,2,16,83.1,4.91,1.86,38.7,78.9,0.93,23.7,178.7,309.6,1779.0,306,45,16.92,1.0455,98.8,0,2021,8,1,None,None,Low,109,0
HEMM-E001,Excavator,2022-01-02,3,1,1,14,84.7,4.55,2.13,45.8,84.8,0.98,25.0,182.3,326.2,1607.0,11226,43,18.62,1.3255,99.6,0,2022,1,6,None,None,Medium,83,0
HEMM-DR02,Drill Rig,2022-12-03,1,2,1,18,83.0,5.48,2.02,40.6,77.7,0.86,23.8,186.2,291.9,1768.0,3192,29,15.15,1.1425,98.2,0,2022,12,5,None,None,Low,146,0
HEMM-E002,Excavator,2022-09-22,3,2,2,10,76.4,4.77,2.01,39.4,85.8,0.82,23.9,174.4,338.6,1801.0,5443,103,16.02,1.116,100.0,0,2022,9,3,None,None,Low,65,0
HEMM-B002,Dozer,2022-03-07,0,2,1,5,85.5,4.06,1.96,37.8,80.9,0.76,25.3,195.4,339.6,1765.0,5504,25,21.06,1.1105,97.1,0,2022,3,0,None,None,Low,171,0
HEMM-E001,Excavator,2021-11-20,3,2,0,6,69.5,4.05,2.26,31.6,80.6,0.76,25.5,199.7,296.1,1608.0,5535,71,17.16,1.4055,96.4,0,2021,11,5,None,None,Low,30,0
HEMM-DR01,Drill Rig,2022-07-06,1,1,0,9,80.7,4.78,2.66,32.4,86.6,0.81,24.2,173.7,284.6,1720.0,7932,114,16.88,1.5465,98.0,0,2022,7,2,None,None,Low,173,0
HEMM-B002,Dozer,2022-11-15,0,2,0,12,74.1,5.19,2.24,38.2,81.2,0.99,24.4,177.5,298.0,1814.0,5366,62,14.28,1.2348,99.0,0,2022,11,1,None,None,Low,151,0
HEMM-G002,Grader,2023-05-05,4,1,0,13,81.7,4.21,1.74,36.5,83.4,1.0,24.3,177.7,338.0,1957.0,1106,57,19.41,0.8891,98.6,0,2023,5,4,None,None,Low,129,0
HEMM-D005,Dumper,2023-07-25,2,0,1,1,71.7,4.32,1.8,33.6,79.2,0.79,24.5,180.6,333.0,1817.0,11739,30,16.6,0.9906,98.0,0,2023,7,1,None,None,Medium,40,0
HEMM-B001,Dozer,2022-08-27,0,0,0,1,81.8,4.9,2.1,30.2,79.6,0.87,24.6,198.2,306.0,1955.0,5473,59,16.69,1.0742,98.7,0,2022,8,5,None,None,Low,81,0
HEMM-SC01,Scraper,2022-02-13,5,1,0,20,93.0,3.96,2.15,32.8,82.8,1.0,24.2,123.9,339.4,1575.0,8440,61,23.48,1.3651,92.8,0,2022,2,6,Hydraulic Failure,Hydraulics,Critical,3,1
HEMM-B003,Dozer,2023-09-10,0,2,2,19,73.6,5.11,1.89,38.5,88.4,0.98,24.1,172.0,350.6,1944.0,7898,10,14.4,0.9722,100.0,0,2023,9,6,None,None,Low,96,0
HEMM-L001,Wheel Loader,2022-05-27,6,0,1,20,96.7,4.09,2.25,28.6,78.9,0.86,20.5,182.5,316.5,1881.0,9802,53,23.64,1.1962,90.1,0,2022,5,4,Electrical Fault,Electrical,Critical,5,1
HEMM-SC01,Scraper,2023-01-27,5,0,1,10,72.0,4.76,1.9,43.9,80.4,0.8,24.6,211.3,313.7,1783.0,2019,65,15.13,1.0656,99.4,0,2023,1,4,None,None,Low,87,0
HEMM-D003,Dumper,2022-10-27,2,2,1,14,85.2,4.46,1.78,39.7,84.1,0.9,23.7,185.6,346.5,1880.0,2686,116,19.1,0.9468,99.7,0,2022,10,3,None,None,Low,173,0
HEMM-E002,Excavator,2021-06-30,3,0,2,8,86.5,4.88,1.93,39.5,73.9,0.96,25.3,187.1,308.6,1755.0,5571,78,17.73,1.0997,96.0,0,2021,6,2,None,None,Low,143,0
HEMM-B001,Dozer,2023-12-24,0,0,1,1,80.6,4.96,2.54,39.4,83.8,0.99,24.3,181.2,316.3,1860.0,2501,103,16.25,1.3656,98.4,0,2023,12,6,None,None,Low,150,0
HEMM-B003,Dozer,2023-01-10,0,0,0,7,78.3,4.66,2.18,32.7,72.7,0.99,24.3,183.5,309.4,1849.0,3216,46,16.8,1.179,95.7,0,2023,1,1,None,None,Low,124,0
HEMM-G001,Grader,2022-11-14,4,1,2,9,91.8,4.7,2.36,47.6,79.7,0.77,25.4,179.2,330.3,1839.0,4383,82,19.53,1.2833,94.6,0,2022,11,0,None,None,Low,80,0
HEMM-D005,Dumper,2021-09-02,2,2,0,14,101.4,4.67,2.4,38.6,83.9,0.93,25.0,194.9,314.0,1740.0,7201,55,21.71,1.3793,90.6,0,2021,9,3,None,None,High,172,0
HEMM-L002,Wheel Loader,2021-05-04,6,2,0,12,75.8,4.65,2.31,35.9,77.0,0.92,24.5,168.5,339.8,1684.0,465,77,16.3,1.3717,97.1,0,2021,5,1,None,None,Low,97,0
HEMM-L002,Wheel Loader,2022-11-01,6,2,0,16,82.2,4.73,2.31,34.9,78.6,0.99,24.5,171.5,355.4,1817.0,4830,78,17.38,1.2713,97.7,0,2022,11,1,None,None,Low,179,0
HEMM-D003,Dumper,2021-07-08,2,2,2,4,97.7,4.57,2.54,33.6,84.0,0.85,24.5,194.0,345.0,1815.0,8912,25,21.38,1.3994,92.0,0,2021,7,3,None,None,Medium,61,0
HEMM-D003,Dumper,2023-08-18,2,2,2,7,77.5,4.37,1.97,42.2,84.7,0.89,25.0,177.0,314.7,1666.0,1397,103,17.73,1.1825,99.4,0,2023,8,4,None,None,Low,51,0
HEMM-B001,Dozer,2023-08-12,0,0,1,5,95.5,4.63,2.51,37.7,81.4,0.97,24.5,178.4,296.8,1738.0,10856,47,20.63,1.4442,93.0,0,2023,8,5,None,None,Medium,110,0
HEMM-B003,Dozer,2023-07-19,0,2,2,14,84.7,3.71,2.3,44.7,80.5,0.79,24.6,203.9,341.7,1707.0,551,56,22.83,1.3474,94.6,0,2023,7,2,None,None,Low,83,0
HEMM-G002,Grader,2021-02-08,4,1,1,8,91.4,3.8,1.17,37.0,82.5,0.78,24.1,188.0,285.4,1866.0,5481,59,24.05,0.627,93.3,0,2021,2,0,None,None,Low,137,0
HEMM-E003,Excavator,2022-10-31,3,2,1,15,81.7,5.02,1.36,39.1,83.0,0.82,24.8,188.7,352.8,1822.0,10908,90,16.27,0.7464,100.0,0,2022,10,0,None,None,Medium,38,0
HEMM-G001,Grader,2021-11-09,4,1,1,5,82.7,2.39,2.11,39.0,80.7,0.92,24.6,107.7,298.1,1860.0,3577,44,34.6,1.1344,88.6,1,2021,11,1,Hydraulic Failure,Hydraulics,Critical,0,1
HEMM-SC01,Scraper,2022-12-15,5,1,2,11,85.35,4.37,1.38,45.0,87.5,0.95,25.0,172.4,358.1,1733.0,5366,34,19.53,0.7963,99.2,0,2022,12,3,None,None,Low,156,0
HEMM-B002,Dozer,2021-12-01,0,0,0,9,90.2,4.81,6.6,44.8,49.6,0.82,24.3,182.2,290.1,1835.0,4017,32,18.75,3.5967,70.6,1,2021,12,2,Tyre Burst,Tyres,Critical,7,1
HEMM-G002,Grader,2021-02-22,4,0,0,7,88.8,4.76,2.39,38.4,80.3,0.84,24.8,170.4,328.2,1777.0,6432,11,18.66,1.345,96.2,0,2021,2,0,None,None,Low,30,0
HEMM-E002,Excavator,2022-02-26,3,0,1,19,86.4,4.64,1.42,40.1,84.1,0.87,24.3,196.3,323.9,1862.0,2242,16,18.62,0.7626,99.3,0,2022,2,5,None,None,Low,111,0
HEMM-L002,Wheel Loader,2021-09-07,6,1,2,7,94.7,4.33,1.63,38.9,86.0,0.76,24.3,165.5,317.8,2064.0,2171,67,21.87,0.7897,94.3,0,2021,9,1,None,None,Low,152,0
HEMM-B003,Dozer,2023-05-01,0,1,2,7,84.3,4.46,2.2,40.6,81.7,0.81,24.7,172.0,340.6,1815.0,1687,107,18.9,1.2121,99.1,0,2023,5,0,None,None,Low,148,0
HEMM-B001,Dozer,2023-11-08,0,1,0,15,96.1,4.59,1.75,44.1,79.1,0.78,23.8,178.1,304.6,1788.0,464,5,20.94,0.9787,93.3,0,2023,11,2,None,None,Low,36,0
HEMM-G002,Grader,2021-07-24,4,0,1,12,94.7,4.43,1.79,41.8,90.6,0.98,24.3,192.0,308.9,1926.0,5278,112,21.38,0.9294,94.8,0,2021,7,5,None,None,Low,89,0
HEMM-B002,Dozer,2022-04-15,0,2,0,3,83.5,4.37,1.55,35.7,82.2,0.91,25.1,189.8,290.6,1920.0,10856,87,19.11,0.8073,99.4,0,2022,4,4,None,None,Medium,59,0
HEMM-D001,Dumper,2022-07-17,2,2,1,11,91.7,3.06,2.24,42.6,79.3,0.89,24.1,155.1,312.5,1900.0,943,23,29.97,1.1789,87.6,0,2022,7,6,Hydraulic Failure,Hydraulics,Critical,0,1
HEMM-L002,Wheel Loader,2021-11-15,6,1,2,16,82.3,4.73,2.84,45.2,82.9,0.84,24.5,200.2,343.1,1828.0,838,12,17.4,1.5536,97.5,0,2021,11,0,None,None,Low,66,0
HEMM-B002,Dozer,2023-02-01,0,2,1,14,74.7,2.64,1.74,39.1,86.6,0.84,24.8,107.5,310.9,1679.0,2780,58,28.3,1.0363,90.7,1,2023,2,2,Hydraulic Failure,Hydraulics,Critical,2,1
HEMM-G001,Grader,2021-08-13,4,1,0,1,78.8,4.64,2.11,28.9,86.6,0.91,24.0,172.2,290.0,1794.0,8351,31,16.98,1.1761,99.7,0,2021,8,4,None,None,Medium,84,0
HEMM-G001,Grader,2022-06-28,4,2,1,11,91.3,3.94,2.03,36.8,79.1,0.93,25.0,170.9,331.6,1905.0,666,105,23.17,1.0656,92.8,0,2022,6,1,None,None,Low,75,0
HEMM-L001,Wheel Loader,2021-03-12,6,2,2,5,87.3,4.9,2.48,39.6,81.3,0.89,24.0,175.6,354.9,1780.0,6879,10,17.82,1.3933,97.1,0,2021,3,4,None,None,Low,166,0
HEMM-L002,Wheel Loader,2021-12-14,6,1,1,4,87.3,4.24,6.65,34.7,64.9,0.98,24.0,186.6,344.5,1795.0,444,49,20.59,3.7047,76.8,1,2021,12,1,Tyre Burst,Tyres,Critical,1,1
HEMM-L001,Wheel Loader,2023-08-10,6,0,2,18,70.0,4.47,2.51,43.0,82.9,0.83,24.9,184.2,308.8,1684.0,7415,22,15.66,1.4905,98.3,0,2023,8,3,None,None,Low,122,0
HEMM-D001,Dumper,2022-09-30,2,0,0,16,84.0,4.4,1.52,27.6,85.3,0.83,24.6,180.1,308.2,1785.0,4408,21,19.09,0.8515,99.5,0,2022,9,4,None,None,Low,87,0
HEMM-G001,Grader,2021-07-17,4,0,1,16,80.1,4.3,1.11,38.9,82.1,0.94,23.6,172.8,329.2,1856.0,9559,30,18.63,0.5981,99.0,0,2021,7,5,None,None,Medium,124,0
HEMM-D005,Dumper,2021-10-20,2,1,0,3,87.6,4.17,1.55,30.6,73.8,0.76,24.3,165.9,313.3,1774.0,1753,96,21.01,0.8737,93.8,0,2021,10,2,None,None,Low,73,0
HEMM-D004,Dumper,2022-05-27,2,1,2,9,70.2,5.08,2.53,31.8,83.3,0.76,24.1,161.4,333.1,1775.0,3224,98,13.82,1.4254,98.4,0,2022,5,4,None,None,Low,48,0
HEMM-DR02,Drill Rig,2023-12-01,1,2,1,19,98.9,4.71,1.64,43.6,77.8,0.77,23.9,181.1,307.7,1602.0,4570,102,21.0,1.0237,91.4,0,2023,12,4,None,None,Low,46,0
HEMM-G001,Grader,2021-10-25,4,2,1,2,93.2,4.3,1.7,29.4,86.7,0.96,24.2,182.9,302.7,1828.0,6508,85,21.67,0.93,94.9,0,2021,10,0,None,None,Low,96,0
HEMM-E001,Excavator,2021-01-30,3,1,0,2,81.7,4.34,2.44,48.1,78.5,0.78,24.4,183.3,321.1,1861.0,4096,25,18.82,1.3111,96.5,0,2021,1,5,None,None,Low,106,0
HEMM-L001,Wheel Loader,2023-09-18,6,0,2,7,85.8,4.91,2.33,45.0,80.9,0.89,24.4,192.2,321.0,1813.0,10500,116,17.47,1.2852,98.2,0,2023,9,0,None,None,Medium,68,0
HEMM-E002,Excavator,2023-07-18,3,2,1,9,78.4,5.0,1.68,34.9,80.1,0.96,23.6,185.2,328.2,1864.0,9143,61,15.68,0.9013,99.2,0,2023,7,1,None,None,Medium,90,0
HEMM-L002,Wheel Loader,2022-11-22,6,0,0,6,72.5,4.63,1.72,40.1,78.5,0.91,24.3,182.9,328.9,1862.0,4382,48,15.66,0.9237,98.6,0,2022,11,1,None,None,Low,62,0
HEMM-DR02,Drill Rig,2021-07-17,1,2,1,11,104.4,4.14,2.06,44.1,85.3,0.88,24.8,166.0,323.4,1835.0,8704,38,25.22,1.1226,88.3,0,2021,7,5,None,None,High,141,0
HEMM-DR01,Drill Rig,2021-02-22,1,2,0,5,83.2,4.98,1.82,36.7,82.1,0.87,24.4,161.5,333.7,1785.0,1749,34,16.71,1.0196,100.0,0,2021,2,0,None,None,Low,143,0
HEMM-D004,Dumper,2022-08-29,2,1,0,12,97.8,4.53,1.88,30.6,79.4,0.76,25.2,197.2,321.1,1576.0,5230,62,21.59,1.1929,92.6,0,2022,8,0,None,None,Low,161,0
HEMM-D003,Dumper,2023-10-31,2,1,1,13,99.3,4.08,2.17,42.6,79.2,0.87,23.6,176.6,322.2,1793.0,8570,29,24.34,1.2103,89.1,0,2023,10,1,None,None,Medium,99,0
HEMM-E003,Excavator,2021-02-04,3,1,1,12,77.7,3.9,2.22,34.0,78.3,0.79,24.8,173.0,296.0,1737.0,8811,81,19.92,1.2781,94.9,0,2021,2,3,None,None,Medium,51,0
HEMM-L002,Wheel Loader,2023-12-12,6,1,1,18,72.1,4.42,2.09,32.7,87.4,1.0,23.9,180.5,321.3,1785.0,6141,74,16.31,1.1709,99.3,0,2023,12,1,None,None,Low,87,0
HEMM-L002,Wheel Loader,2021-12-08,6,0,1,6,89.1,4.32,2.09,36.9,83.5,0.91,25.2,190.0,309.5,1648.0,1840,92,20.62,1.2682,96.8,0,2021,12,2,None,None,Low,72,0
HEMM-E003,Excavator,2021-11-08,3,2,1,20,83.5,4.18,1.72,36.9,88.9,0.93,25.0,178.0,320.5,1913.0,7147,114,19.98,0.8991,98.4,0,2021,11,0,None,None,Low,39,0
HEMM-G002,Grader,2022-08-31,4,0,0,17,89.2,5.12,1.19,37.3,87.4,0.77,23.9,163.9,332.4,2046.0,7101,119,17.42,0.5816,97.9,0,2022,8,2,None,None,Low,56,0
HEMM-D005,Dumper,2022-09-07,2,1,2,3,73.9,3.89,2.27,25.5,79.3,0.84,24.6,170.6,340.7,1673.0,4317,95,19.0,1.3568,95.1,0,2022,9,2,None,None,Low,150,0
HEMM-E002,Excavator,2021-05-17,3,1,0,14,85.35,4.3,2.75,36.2,86.3,0.84,24.3,168.3,306.7,1748.0,2498,23,19.85,1.5732,96.6,0,2021,5,0,None,None,Low,142,0
HEMM-E003,Excavator,2023-03-13,3,1,1,14,86.8,4.15,1.7,39.0,70.1,0.82,23.8,192.1,344.8,1742.0,6606,80,20.92,0.9759,92.6,0,2023,3,0,None,None,Low,103,0
HEMM-G001,Grader,2021-05-25,4,1,0,9,107.3,4.89,4.23,34.2,91.1,0.78,24.4,206.3,333.3,1832.0,2500,119,21.94,2.309,82.2,0,2021,5,1,Brake Failure,Brakes,Critical,2,1
HEMM-DR02,Drill Rig,2021-10-19,1,2,2,9,91.2,4.68,5.9,38.6,53.4,0.84,25.5,181.9,309.8,1762.0,5565,6,19.49,3.3485,73.8,1,2021,10,1,Tyre Burst,Tyres,Critical,4,1
HEMM-L001,Wheel Loader,2022-04-21,6,2,1,15,82.0,4.16,1.86,39.2,82.3,0.93,24.7,170.7,327.9,1699.0,5095,110,19.71,1.0948,98.3,0,2022,4,3,None,None,Low,56,0
HEMM-DR02,Drill Rig,2021-11-11,1,1,0,11,87.1,5.18,2.79,41.3,85.4,0.77,24.5,163.2,332.4,1667.0,4658,10,16.81,1.6737,96.6,0,2021,11,3,None,None,Low,175,0
HEMM-B001,Dozer,2021-08-20,0,2,1,15,85.5,4.75,1.56,37.3,80.1,0.93,25.1,169.1,300.5,1762.0,7178,79,18.0,0.8854,99.0,0,2021,8,4,None,None,Low,85,0
HEMM-L001,Wheel Loader,2022-08-20,6,1,2,17,85.2,5.67,2.07,39.7,75.8,0.94,24.1,165.6,335.7,1743.0,1888,16,15.03,1.1876,97.2,0,2022,8,5,None,None,Low,59,0
