Equipment_ID,Equipment_Type,Date,Shift,Operator_Experience_Yr,Road_Condition,Engine_Temp_C,Oil_Pressure_bar,Vibration_mms,Fuel_Consumption_Lhr,Tyre_Pressure_PSI,Coolant_Level,Battery_Voltage_V,Hydraulic_Pressure_bar,Exhaust_Temp_C,RPM,Operating_Hours,Load_Cycles_per_Day,Days_to_Next_Failure,Failure_Component,Failure_Type,Failure,Maintenance_Priority
HEMM-E003,Excavator,2023-01-30,Night,12,Fair,87.5,4.83,2.06,36.2,87.3,0.99,24.1,165.9,303.7,1876.0,11894,42,109,None,None,0,Medium
HEMM-E001,Excavator,2022-09-17,Afternoon,15,Good,93.6,4.47,1.55,34.6,79.2,0.93,24.5,168.0,309.8,1844.0,11230,42,156,None,None,0,Medium
HEMM-D005,Dumper,2021-10-28,Night,10,Poor,85.3,5.11,1.98,40.5,83.2,0.8,24.3,187.8,317.8,1822.0,6495,37,92,None,None,0,Low
HEMM-E002,Excavator,2022-09-13,Morning,19,Fair,87.0,4.54,1.33,35.9,82.2,0.9,24.4,168.6,315.3,1740.0,397,38,81,None,None,0,Low
HEMM-L002,Wheel Loader,2023-04-12,Afternoon,20,Poor,99.9,4.07,2.2,51.3,80.7,0.83,23.5,192.9,315.9,1737.0,2991,49,5,Fuel System,Fuel System Failure,1,Critical
HEMM-G002,Grader,2023-09-21,Night,6,Good,75.4,5.43,1.15,42.3,83.4,0.98,24.3,181.4,327.3,1739.0,8805,66,128,None,None,0,Medium
HEMM-G002,Grader,2021-01-30,Night,3,Fair,64.8,4.29,1.84,43.8,83.2,0.8,24.5,189.4,316.2,1792.0,5809,33,41,None,None,0,Low
HEMM-D005,Dumper,2022-07-24,Night,4,Fair,81.4,5.0,1.77,36.7,79.1,0.94,24.1,185.4,356.6,1966.0,10849,30,90,None,None,0,Medium
HEMM-D001,Dumper,2023-12-10,Morning,7,Good,70.6,4.55,1.63,35.7,86.4,0.94,24.7,183.5,346.3,1891.0,6156,90,173,None,None,0,Low
HEMM-D004,Dumper,2022-11-06,Night,3,Poor,75.0,4.55,1.23,30.6,78.6,0.96,24.8,173.8,281.8,1860.0,4647,75,145,None,None,0,Low
HEMM-SC01,Scraper,2021-06-12,Morning,15,Good,95.4,4.95,1.02,39.1,81.0,0.79,24.2,178.2,369.2,1862.0,9484,71,169,None,None,0,Medium
HEMM-E001,Excavator,2022-05-17,Morning,15,Poor,74.7,4.09,2.4,41.0,87.5,0.97,24.2,185.1,332.2,1916.0,3107,10,138,None,None,0,Low
HEMM-B001,Dozer,2021-07-07,Night,7,Good,91.0,3.91,1.6,39.2,86.2,0.93,24.1,171.2,334.4,1695.0,1243,120,77,None,None,0,Low
HEMM-D002,Dumper,2022-03-02,Morning,8,Poor,92.1,4.43,1.79,42.7,77.8,0.95,24.0,175.1,339.3,1695.0,9795,102,76,None,None,0,Medium
HEMM-D004,Dumper,2021-04-15,Afternoon,3,Good,87.2,4.31,1.81,48.2,83.1,0.77,23.7,184.7,340.4,1857.0,3418,66,30,None,None,0,Low
HEMM-L001,Wheel Loader,2022-02-09,Morning,18,Poor,76.4,4.69,1.73,42.8,81.1,0.77,24.0,172.5,292.4,1838.0,9856,32,124,None,None,0,Medium
HEMM-D001,Dumper,2023-05-31,Morning,15,Poor,88.7,4.33,1.5,40.1,76.9,0.86,24.9,168.9,300.8,1652.0,10728,29,50,None,None,0,Medium
HEMM-DR02,Drill Rig,2021-01-02,Afternoon,14,Fair,94.3,4.32,2.74,34.2,78.0,0.85,24.2,196.3,342.1,1821.0,10052,39,116,None,None,0,Medium
HEMM-B003,Dozer,2023-11-05,Afternoon,17,Fair,85.3,3.93,1.95,39.2,80.3,0.79,24.5,177.6,308.6,1745.0,4849,87,147,None,None,0,Low
HEMM-SC01,Scraper,2022-05-25,Afternoon,9,Poor,102.2,5.22,2.3,33.2,85.6,0.88,24.4,167.4,304.5,1762.0,11305,76,88,None,None,0,High
HEMM-DR02,Drill Rig,2021-08-17,Morning,16,Poor,83.1,4.91,1.86,38.7,78.9,0.93,23.7,178.7,309.6,1779.0,306,45,109,None,None,0,Low
HEMM-E001,Excavator,2022-01-02,Morning,14,Good,84.7,4.55,2.13,45.8,84.8,0.98,25.0,182.3,326.2,1607.0,11226,43,83,None,None,0,Medium
HEMM-DR02,Drill Rig,2022-12-03,Night,18,Good,83.0,5.48,2.02,40.6,77.7,0.86,23.8,186.2,291.9,1768.0,3192,29,146,None,None,0,Low
HEMM-E002,Excavator,2022-09-22,Night,10,Poor,76.4,4.77,2.01,39.4,85.8,0.82,23.9,174.4,338.6,1801.0,5443,103,65,None,None,0,Low
HEMM-B002,Dozer,2022-03-07,Night,5,Good,85.5,4.06,1.96,37.8,80.9,0.76,25.3,195.4,339.6,1765.0,5504,25,171,None,None,0,Low
HEMM-E001,Excavator,2021-11-20,Night,6,Fair,69.5,4.05,2.26,31.6,80.6,0.76,25.5,199.7,296.1,1608.0,5535,71,30,None,None,0,Low
HEMM-DR01,Drill Rig,2022-07-06,Morning,9,Fair,80.7,4.78,2.66,32.4,86.6,0.81,24.2,173.7,284.6,1720.0,7932,114,173,None,None,0,Low
HEMM-B002,Dozer,2022-11-15,Night,12,Fair,74.1,5.19,2.24,38.2,81.2,0.99,24.4,177.5,298.0,1814.0,5366,62,151,None,None,0,Low
HEMM-G002,Grader,2023-05-05,Morning,13,Fair,81.7,4.21,1.74,36.5,83.4,1.0,24.3,177.7,338.0,1957.0,1106,57,129,None,None,0,Low
HEMM-D005,Dumper,2023-07-25,Afternoon,1,Good,71.7,4.32,1.8,33.6,79.2,0.79,24.5,180.6,333.0,1817.0,11739,30,40,None,None,0,Medium
HEMM-B001,Dozer,2022-08-27,Afternoon,1,Fair,81.8,4.9,2.1,30.2,79.6,0.87,24.6,198.2,306.0,1955.0,5473,59,81,None,None,0,Low
HEMM-SC01,Scraper,2022-02-13,Morning,20,Fair,93.0,3.96,2.15,32.8,82.8,1.0,24.2,123.9,339.4,1575.0,8440,61,3,Hydraulics,Hydraulic Failure,1,Critical
HEMM-B003,Dozer,2023-09-10,Night,19,Poor,73.6,5.11,1.89,38.5,88.4,0.98,24.1,172.0,350.6,1944.0,7898,10,96,None,None,0,Low
HEMM-L001,Wheel Loader,2022-05-27,Afternoon,20,Good,96.7,4.09,2.25,28.6,78.9,0.86,20.5,182.5,316.5,1881.0,9802,53,5,Electrical,Electrical Fault,1,Critical
HEMM-SC01,Scraper,2023-01-27,Afternoon,10,Good,72.0,4.76,1.9,43.9,80.4,0.8,24.6,211.3,313.7,1783.0,2019,65,87,None,None,0,Low
HEMM-D003,Dumper,2022-10-27,Night,14,Good,85.2,4.35,1.78,39.7,84.1,0.9,23.7,185.6,346.5,1880.0,2686,116,173,None,None,0,Low
HEMM-E002,Excavator,2021-06-30,Afternoon,8,Poor,86.5,4.88,1.93,39.5,73.9,0.96,25.3,187.1,308.6,1755.0,5571,78,143,None,None,0,Low
HEMM-B001,Dozer,2023-12-24,Afternoon,1,Good,80.6,4.96,2.54,39.4,83.8,0.99,24.3,181.2,316.3,1860.0,2501,103,150,None,None,0,Low
HEMM-B003,Dozer,2023-01-10,Afternoon,7,Fair,78.3,4.66,2.18,32.7,72.7,0.99,24.3,183.5,309.4,1849.0,3216,46,124,None,None,0,Low
HEMM-G001,Grader,2022-11-14,Morning,9,Poor,91.8,4.7,2.36,47.6,79.7,0.77,25.4,179.2,330.3,1839.0,4383,82,80,None,None,0,Low
HEMM-D005,Dumper,2021-09-02,Night,14,Fair,101.4,4.67,2.4,38.6,83.9,0.93,25.0,194.9,314.0,1740.0,7201,55,172,None,None,0,High
HEMM-L002,Wheel Loader,2021-05-04,Night,12,Fair,75.8,4.65,2.31,35.9,77.0,0.92,24.5,168.5,339.8,1684.0,465,77,97,None,None,0,Low
HEMM-L002,Wheel Loader,2022-11-01,Night,16,Fair,82.2,4.73,2.31,34.9,78.6,0.99,24.5,171.5,355.4,1817.0,4830,78,179,None,None,0,Low
HEMM-D003,Dumper,2021-07-08,Night,4,Poor,97.7,4.57,2.54,33.6,84.0,0.85,24.5,194.0,345.0,1815.0,8912,25,61,None,None,0,Medium
HEMM-D003,Dumper,2023-08-18,Night,7,Poor,77.5,4.37,1.97,42.2,84.7,0.89,25.0,177.0,314.7,1666.0,1397,103,51,None,None,0,Low
HEMM-B001,Dozer,2023-08-12,Afternoon,5,Good,95.5,4.63,2.51,37.7,81.4,0.97,24.5,178.4,296.8,1738.0,10856,47,110,None,None,0,Medium
HEMM-B003,Dozer,2023-07-19,Night,14,Poor,84.7,3.71,2.3,44.7,80.5,0.79,24.6,203.9,341.7,1707.0,551,56,83,None,None,0,Low
HEMM-G002,Grader,2021-02-08,Morning,8,Good,91.4,3.8,1.17,37.0,82.5,0.78,24.1,188.0,285.4,1866.0,5481,59,137,None,None,0,Low
HEMM-E003,Excavator,2022-10-31,Night,15,Good,81.7,5.02,1.36,39.1,83.0,0.82,24.8,188.7,352.8,1822.0,10908,90,38,None,None,0,Medium
HEMM-G001,Grader,2021-11-09,Morning,5,Good,82.7,2.39,2.11,39.0,80.7,0.92,24.6,107.7,298.1,1860.0,3577,44,0,Hydraulics,Hydraulic Failure,1,Critical
HEMM-SC01,Scraper,2022-12-15,Morning,11,Poor,79.7,4.37,1.38,45.0,87.5,0.95,25.0,172.4,358.1,1733.0,5366,34,156,None,None,0,Low
HEMM-B002,Dozer,2021-12-01,Afternoon,9,Fair,90.2,4.81,6.6,44.8,49.6,0.82,24.3,182.2,290.1,1835.0,4017,32,7,Tyres,Tyre Burst,1,Critical
HEMM-G002,Grader,2021-02-22,Afternoon,7,Fair,88.8,4.76,2.39,38.4,80.3,0.84,24.8,170.4,328.2,1777.0,6432,11,30,None,None,0,Low
HEMM-E002,Excavator,2022-02-26,Afternoon,19,Good,86.4,4.64,1.42,40.1,84.1,0.87,24.3,196.3,323.9,1862.0,2242,16,111,None,None,0,Low
HEMM-L002,Wheel Loader,2021-09-07,Morning,7,Poor,94.7,4.33,1.63,38.9,86.0,0.76,24.3,165.5,317.8,2064.0,2171,67,152,None,None,0,Low
HEMM-B003,Dozer,2023-05-01,Morning,7,Poor,84.3,4.44,2.2,40.6,81.7,0.81,24.7,172.0,340.6,1815.0,1687,107,148,None,None,0,Low
HEMM-B001,Dozer,2023-11-08,Morning,15,Fair,96.1,4.59,1.75,44.1,79.1,0.78,23.8,178.1,304.6,1788.0,464,5,36,None,None,0,Low
HEMM-G002,Grader,2021-07-24,Afternoon,12,Good,94.7,4.43,1.79,41.8,90.6,0.98,24.3,192.0,308.9,1926.0,5278,112,89,None,None,0,Low
HEMM-B002,Dozer,2022-04-15,Night,3,Fair,83.5,4.37,1.55,35.7,82.2,0.91,25.1,189.8,290.6,1920.0,10856,87,59,None,None,0,Medium
HEMM-D001,Dumper,2022-07-17,Night,11,Good,91.7,3.06,2.24,42.6,79.3,0.89,24.1,155.1,312.5,1900.0,943,23,0,Hydraulics,Hydraulic Failure,1,Critical
HEMM-L002,Wheel Loader,2021-11-15,Morning,16,Poor,82.3,4.73,2.84,45.2,82.9,0.84,24.5,200.2,343.1,1828.0,838,12,66,None,None,0,Low
HEMM-B002,Dozer,2023-02-01,Night,14,Good,74.7,2.64,1.74,39.1,86.6,0.84,24.8,107.5,310.9,1679.0,2780,58,2,Hydraulics,Hydraulic Failure,1,Critical
HEMM-G001,Grader,2021-08-13,Morning,1,Fair,78.8,4.64,2.11,28.9,86.6,0.91,24.0,172.2,290.0,1794.0,8351,31,84,None,None,0,Medium
HEMM-G001,Grader,2022-06-28,Night,11,Good,91.3,3.94,2.03,36.8,79.1,0.93,25.0,170.9,331.6,1905.0,666,105,75,None,None,0,Low
HEMM-L001,Wheel Loader,2021-03-12,Night,5,Poor,87.3,4.9,2.48,39.6,81.3,0.89,24.0,175.6,354.9,1780.0,6879,10,166,None,None,0,Low
HEMM-L002,Wheel Loader,2021-12-14,Morning,4,Good,87.3,4.24,6.65,34.7,64.9,0.98,24.0,186.6,344.5,1795.0,444,49,1,Tyres,Tyre Burst,1,Critical
HEMM-L001,Wheel Loader,2023-08-10,Afternoon,18,Poor,70.0,4.47,2.51,43.0,82.9,0.83,24.9,184.2,308.8,1684.0,7415,22,122,None,None,0,Low
HEMM-D001,Dumper,2022-09-30,Afternoon,16,Fair,84.0,4.4,1.52,27.6,85.3,0.83,24.6,180.1,308.2,1785.0,4408,21,87,None,None,0,Low
HEMM-G001,Grader,2021-07-17,Afternoon,16,Good,80.1,4.3,1.11,38.9,82.1,0.94,23.6,172.8,329.2,1856.0,9559,30,124,None,None,0,Medium
HEMM-D005,Dumper,2021-10-20,Morning,3,Fair,87.6,4.17,1.55,30.6,73.8,0.76,24.3,165.9,313.3,1774.0,1753,96,73,None,None,0,Low
HEMM-D004,Dumper,2022-05-27,Morning,9,Poor,70.2,5.08,2.53,31.8,83.3,0.76,24.1,161.4,333.1,1775.0,3224,98,48,None,None,0,Low
HEMM-DR02,Drill Rig,2023-12-01,Night,19,Good,98.9,4.71,1.64,43.6,77.8,0.77,23.9,181.1,307.7,1602.0,4570,102,46,None,None,0,Low
HEMM-G001,Grader,2021-10-25,Night,2,Good,93.2,4.3,1.7,29.4,86.7,0.96,24.2,182.9,302.7,1828.0,6508,85,96,None,None,0,Low
HEMM-E001,Excavator,2021-01-30,Morning,2,Fair,81.7,4.34,2.44,48.1,78.5,0.78,24.4,183.3,321.1,1861.0,4096,25,106,None,None,0,Low
HEMM-L001,Wheel Loader,2023-09-18,Afternoon,7,Poor,85.8,4.91,2.33,45.0,80.9,0.89,24.4,192.2,321.0,1813.0,10500,116,68,None,None,0,Medium
HEMM-E002,Excavator,2023-07-18,Night,9,Good,78.4,5.0,1.68,34.9,80.1,0.96,23.6,185.2,328.2,1864.0,9143,61,90,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-11-22,Afternoon,6,Fair,72.5,4.63,1.72,40.1,78.5,0.91,24.3,182.9,328.9,1862.0,4382,48,62,None,None,0,Low
HEMM-DR02,Drill Rig,2021-07-17,Night,11,Good,104.4,4.14,2.06,44.1,85.3,0.88,24.8,166.0,323.4,1835.0,8704,38,141,None,None,0,High
HEMM-DR01,Drill Rig,2021-02-22,Night,5,Fair,83.2,4.98,1.82,36.7,82.1,0.87,24.4,161.5,333.7,1785.0,1749,34,143,None,None,0,Low
HEMM-D004,Dumper,2022-08-29,Morning,12,Fair,97.8,4.53,1.88,30.6,79.4,0.76,25.2,197.2,321.1,1576.0,5230,62,161,None,None,0,Low
HEMM-D003,Dumper,2023-10-31,Morning,13,Good,99.3,4.08,2.17,42.6,79.2,0.87,23.6,176.6,322.2,1793.0,8570,29,99,None,None,0,Medium
HEMM-E003,Excavator,2021-02-04,Morning,12,Good,77.7,3.9,2.22,34.0,78.3,0.79,24.8,173.0,296.0,1737.0,8811,81,51,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-12-12,Morning,18,Good,72.1,4.42,2.09,32.7,87.4,1.0,23.9,180.5,321.3,1785.0,6141,74,87,None,None,0,Low
HEMM-L002,Wheel Loader,2021-12-08,Afternoon,6,Good,89.1,4.32,2.09,36.9,83.5,0.91,25.2,190.0,309.5,1648.0,1840,92,72,None,None,0,Low
HEMM-E003,Excavator,2021-11-08,Night,20,Good,83.5,4.18,1.72,36.9,88.9,0.93,25.0,178.0,320.5,1913.0,7147,114,39,None,None,0,Low
HEMM-G002,Grader,2022-08-31,Afternoon,17,Fair,89.2,5.12,1.19,37.3,87.4,0.77,23.9,163.9,332.4,2046.0,7101,119,56,None,None,0,Low
HEMM-D005,Dumper,2022-09-07,Morning,3,Poor,73.9,3.89,2.27,25.5,79.3,0.84,24.6,170.6,340.7,1673.0,4317,95,150,None,None,0,Low
HEMM-E002,Excavator,2021-05-17,Morning,14,Fair,84.5,4.3,2.75,36.2,86.3,0.84,24.3,168.3,306.7,1748.0,2498,23,142,None,None,0,Low
HEMM-E003,Excavator,2023-03-13,Morning,14,Good,86.8,4.15,1.7,39.0,70.1,0.82,23.8,192.1,344.8,1742.0,6606,80,103,None,None,0,Low
HEMM-G001,Grader,2021-05-25,Morning,9,Fair,107.3,4.89,4.23,34.2,91.1,0.78,24.4,206.3,333.3,1832.0,2500,119,2,Brakes,Brake Failure,1,Critical
HEMM-DR02,Drill Rig,2021-10-19,Night,9,Poor,91.2,4.68,5.9,38.6,53.4,0.84,25.5,181.9,309.8,1762.0,5565,6,4,Tyres,Tyre Burst,1,Critical
HEMM-L001,Wheel Loader,2022-04-21,Night,15,Good,82.0,4.16,1.86,39.2,82.3,0.93,24.7,170.7,327.9,1699.0,5095,110,56,None,None,0,Low
HEMM-DR02,Drill Rig,2021-11-11,Morning,11,Fair,87.1,5.18,2.79,41.3,85.4,0.77,24.5,163.2,332.4,1667.0,4658,10,175,None,None,0,Low
HEMM-B001,Dozer,2021-08-20,Night,15,Good,85.5,4.75,1.56,37.3,80.1,0.93,25.1,169.1,300.5,1762.0,7178,79,85,None,None,0,Low
HEMM-L001,Wheel Loader,2022-08-20,Morning,17,Poor,85.2,5.67,2.07,39.7,75.8,0.94,24.1,165.6,335.7,1743.0,1888,16,59,None,None,0,Low
HEMM-G001,Grader,2022-05-10,Night,16,Fair,84.1,4.55,2.05,31.8,81.7,0.99,18.7,173.6,300.7,1561.0,11694,60,1,Electrical,Electrical Fault,1,Critical
HEMM-B001,Dozer,2022-05-31,Night,17,Poor,83.6,5.11,2.29,39.1,79.1,0.86,24.4,189.0,298.1,1872.0,5587,58,52,None,None,0,Low
HEMM-G001,Grader,2021-06-20,Morning,4,Fair,86.5,4.95,1.46,29.3,78.8,0.82,24.5,184.5,333.0,1717.0,11883,108,35,None,None,0,Medium
HEMM-L001,Wheel Loader,2022-03-30,Night,14,Good,106.8,3.66,2.01,40.7,85.1,0.85,23.8,181.9,317.4,1766.0,11105,39,130,None,None,0,High
HEMM-L001,Wheel Loader,2023-02-09,Night,17,Good,74.9,4.67,2.09,31.5,82.4,0.98,24.6,162.6,352.1,1708.0,11137,53,61,None,None,0,Medium
HEMM-D004,Dumper,2021-07-14,Morning,8,Poor,92.1,4.51,2.37,35.5,82.8,0.76,25.0,182.1,341.0,1808.0,6109,79,69,None,None,0,Low
HEMM-DR01,Drill Rig,2023-03-18,Night,2,Fair,79.4,5.29,1.74,29.7,85.4,0.78,24.4,183.0,284.6,1895.0,5890,87,136,None,None,0,Low
HEMM-L002,Wheel Loader,2021-03-18,Afternoon,14,Good,96.5,3.92,2.12,47.3,80.1,0.96,24.6,184.7,312.6,1802.0,11162,8,68,None,None,0,Medium
HEMM-D001,Dumper,2022-11-05,Morning,10,Good,71.6,4.09,2.23,48.9,79.2,0.82,25.7,178.3,327.8,1701.0,6952,107,126,None,None,0,Low
HEMM-B001,Dozer,2023-01-05,Night,12,Fair,85.3,5.14,1.81,40.2,75.4,0.82,24.9,177.8,321.0,1916.0,5973,36,165,None,None,0,Low
HEMM-D002,Dumper,2022-10-27,Afternoon,9,Poor,92.4,4.34,1.39,38.9,79.4,0.8,23.9,190.2,324.6,1836.0,2831,31,76,None,None,0,Low
HEMM-SC01,Scraper,2022-10-22,Night,13,Good,75.0,4.88,2.06,32.1,79.7,0.86,24.5,165.3,324.7,1880.0,5910,104,173,None,None,0,Low
HEMM-D003,Dumper,2022-11-15,Afternoon,20,Good,81.8,4.54,2.19,38.7,82.6,0.98,24.1,158.6,313.0,1748.0,9018,99,132,None,None,0,Medium
HEMM-B002,Dozer,2021-07-27,Night,3,Fair,86.2,4.4,1.87,35.7,77.7,0.97,25.5,162.3,319.4,1667.0,10676,56,121,None,None,0,Medium
HEMM-E001,Excavator,2023-02-23,Morning,9,Fair,81.6,4.77,1.64,40.1,81.3,0.9,24.5,167.4,334.4,1774.0,11789,67,59,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-01-11,Morning,6,Good,91.9,4.27,1.75,38.2,79.8,0.88,24.9,180.7,301.1,1890.0,5488,7,101,None,None,0,Low
HEMM-B002,Dozer,2023-11-03,Night,18,Poor,75.6,4.85,2.11,40.2,84.5,0.89,24.6,178.3,316.0,1760.0,5053,101,97,None,None,0,Low
HEMM-G002,Grader,2021-06-05,Morning,3,Poor,78.9,4.8,2.19,45.4,81.3,0.87,24.8,156.5,343.6,1891.0,1683,96,145,None,None,0,Low
HEMM-G002,Grader,2022-06-24,Morning,11,Fair,76.5,4.51,4.95,37.7,53.0,0.82,24.5,182.2,291.3,1848.0,8929,50,6,Tyres,Tyre Burst,1,Critical
HEMM-B002,Dozer,2021-06-18,Afternoon,8,Good,90.3,4.38,2.01,27.6,80.8,0.92,23.8,195.2,307.3,1820.0,7450,110,75,None,None,0,Low
HEMM-D005,Dumper,2022-07-15,Morning,16,Poor,87.9,4.43,1.36,36.5,86.4,0.91,24.1,171.3,340.4,1702.0,3877,111,143,None,None,0,Low
HEMM-E003,Excavator,2022-04-08,Afternoon,7,Fair,71.9,4.79,2.29,45.2,81.9,0.82,24.4,170.0,320.0,1869.0,2581,6,116,None,None,0,Low
HEMM-D001,Dumper,2023-09-17,Afternoon,14,Poor,77.4,4.63,2.62,33.9,78.6,0.81,24.4,187.3,275.9,1727.0,9314,75,175,None,None,0,Medium
HEMM-E001,Excavator,2023-11-29,Night,13,Fair,79.2,4.9,2.07,42.1,76.2,0.79,24.7,178.5,326.0,1963.0,10476,78,38,None,None,0,Medium
HEMM-G001,Grader,2022-06-24,Afternoon,12,Good,76.5,4.35,1.61,36.0,84.4,0.98,24.0,173.1,301.5,1661.0,6172,120,31,None,None,0,Low
HEMM-G001,Grader,2021-06-07,Night,5,Poor,93.4,4.52,1.32,28.3,84.4,0.87,24.8,170.1,304.9,1893.0,5470,115,161,None,None,0,Low
HEMM-SC01,Scraper,2021-09-21,Morning,17,Poor,89.6,4.45,2.46,42.0,86.5,0.79,24.9,191.5,324.1,1718.0,11805,65,85,None,None,0,Medium
HEMM-E003,Excavator,2022-12-15,Night,18,Fair,76.9,4.45,2.43,42.1,84.3,0.78,24.7,182.3,294.3,1831.0,3869,64,104,None,None,0,Low
HEMM-D002,Dumper,2023-08-01,Night,15,Fair,127.2,4.65,1.84,43.3,82.3,0.59,24.1,186.7,402.3,1986.0,8345,80,2,Engine,Engine Overheat,1,Critical
HEMM-SC01,Scraper,2023-07-08,Night,2,Poor,79.1,4.93,5.3,35.7,51.5,0.92,24.1,180.3,297.3,1758.0,5895,66,5,Tyres,Tyre Burst,1,Critical
HEMM-B001,Dozer,2022-06-01,Night,1,Fair,101.3,4.33,2.49,35.7,85.6,1.0,25.0,189.6,292.9,1825.0,11891,81,85,None,None,0,High
HEMM-D005,Dumper,2023-03-23,Morning,15,Poor,93.8,5.19,1.35,39.7,83.1,0.92,24.4,190.1,328.6,1636.0,5276,73,131,None,None,0,Low
HEMM-B003,Dozer,2022-04-22,Night,17,Poor,71.2,4.05,2.35,32.9,83.9,0.77,25.2,185.8,321.8,1923.0,6870,23,167,None,None,0,Low
HEMM-B003,Dozer,2021-01-14,Night,2,Fair,73.9,4.75,2.4,35.6,87.6,0.84,24.2,180.2,302.0,1749.0,11867,101,63,None,None,0,Medium
HEMM-D003,Dumper,2021-05-11,Night,14,Good,95.0,4.36,2.59,30.0,80.4,0.98,23.8,188.9,323.0,1922.0,2841,98,159,None,None,0,Low
HEMM-E001,Excavator,2022-01-07,Morning,16,Good,72.8,2.37,5.31,33.9,85.8,0.8,24.1,169.3,306.1,1550.0,2157,47,6,Transmission,Transmission Failure,1,Critical
HEMM-DR01,Drill Rig,2023-02-20,Night,16,Fair,90.3,4.28,1.65,46.4,75.6,0.76,24.7,184.5,309.4,1725.0,2469,113,47,None,None,0,Low
HEMM-B002,Dozer,2022-12-29,Morning,14,Good,89.5,5.1,1.82,45.6,83.5,0.95,24.5,168.2,311.5,1884.0,4328,68,48,None,None,0,Low
HEMM-G002,Grader,2022-02-15,Morning,12,Good,90.4,4.37,2.17,31.6,76.6,0.86,24.7,168.1,343.0,1827.0,10804,86,128,None,None,0,Medium
HEMM-D004,Dumper,2023-12-09,Afternoon,1,Poor,77.9,4.43,6.6,48.3,42.6,0.83,24.4,179.7,323.7,1699.0,10131,12,5,Tyres,Tyre Burst,1,Critical
HEMM-E001,Excavator,2021-01-04,Night,1,Fair,77.3,5.24,1.3,41.5,74.4,0.9,24.1,170.5,332.8,1626.0,276,46,155,None,None,0,Low
HEMM-G001,Grader,2021-05-23,Morning,7,Fair,96.4,3.91,1.67,38.4,81.1,0.92,24.9,176.7,306.7,1651.0,10628,84,104,None,None,0,Medium
HEMM-E002,Excavator,2022-12-09,Morning,5,Poor,88.9,2.5,1.87,37.4,74.9,0.84,25.2,108.5,293.2,1863.0,10025,52,7,Hydraulics,Hydraulic Failure,1,Critical
HEMM-L002,Wheel Loader,2021-11-01,Afternoon,1,Poor,82.0,4.31,1.88,38.9,81.1,0.86,25.1,171.4,346.3,1854.0,10392,9,121,None,None,0,Medium
HEMM-D004,Dumper,2022-10-01,Afternoon,4,Good,87.6,4.38,2.14,42.5,84.4,0.99,24.5,166.5,347.2,1639.0,5918,92,132,None,None,0,Low
HEMM-E001,Excavator,2021-07-24,Afternoon,7,Poor,98.2,4.47,2.03,43.8,87.5,0.98,24.3,172.9,316.3,1718.0,10087,24,107,None,None,0,Medium
HEMM-DR02,Drill Rig,2023-03-08,Afternoon,4,Good,90.7,4.86,2.41,38.4,77.3,0.96,24.4,178.8,318.8,1828.0,11156,75,90,None,None,0,Medium
HEMM-G001,Grader,2021-10-17,Morning,16,Fair,111.9,4.61,1.95,33.9,84.8,0.29,24.5,184.8,288.9,1869.0,3285,106,0,Cooling System,Cooling System Failure,1,Critical
HEMM-D004,Dumper,2023-12-01,Morning,11,Poor,73.5,5.55,1.51,35.7,83.5,0.87,24.3,186.7,339.2,1805.0,8839,77,60,None,None,0,Medium
HEMM-L002,Wheel Loader,2023-03-19,Night,7,Good,73.8,5.02,1.08,36.0,75.4,0.91,25.0,180.0,318.8,1918.0,4829,46,143,None,None,0,Low
HEMM-E002,Excavator,2022-08-23,Night,14,Fair,133.4,4.79,1.75,31.0,83.6,0.42,23.5,170.8,362.4,1870.0,6823,60,0,Cooling System,Cooling System Failure,1,Critical
HEMM-D004,Dumper,2022-10-21,Night,16,Fair,84.8,4.21,0.72,35.5,82.2,0.92,25.2,179.4,308.8,1866.0,10188,54,66,None,None,0,Medium
HEMM-B002,Dozer,2021-04-23,Night,2,Fair,83.0,4.94,2.69,36.6,79.4,0.79,25.2,180.7,302.3,1801.0,3281,16,60,None,None,0,Low
HEMM-SC01,Scraper,2021-12-22,Night,11,Good,66.7,3.96,6.59,38.8,87.6,0.85,25.6,187.6,314.7,1212.0,985,73,4,Transmission,Transmission Failure,1,Critical
HEMM-E002,Excavator,2022-12-22,Night,2,Fair,82.4,5.05,2.29,41.3,78.5,0.96,25.0,174.5,320.8,1745.0,11409,116,73,None,None,0,Medium
HEMM-L002,Wheel Loader,2022-01-01,Night,12,Good,79.7,3.92,2.45,29.8,83.4,0.83,24.0,184.2,340.7,1834.0,11359,94,154,None,None,0,Medium
HEMM-D004,Dumper,2023-07-26,Morning,8,Good,93.2,4.89,1.87,36.8,78.7,0.75,24.9,172.1,296.1,1837.0,11872,45,151,None,None,0,Medium
HEMM-L001,Wheel Loader,2022-02-28,Night,20,Fair,83.4,4.64,2.3,32.2,80.0,0.95,23.7,192.2,345.3,1778.0,455,10,128,None,None,0,Low
HEMM-D004,Dumper,2022-08-18,Morning,8,Fair,83.3,4.81,1.54,35.1,81.3,0.91,24.6,176.8,343.9,1681.0,11006,109,153,None,None,0,Medium
HEMM-G002,Grader,2022-04-13,Afternoon,13,Good,96.8,4.89,2.48,43.4,82.9,0.78,24.5,160.8,331.3,1778.0,933,24,120,None,None,0,Low
